ID,FUNCIONARIO,CODIGO BENEFICIO,FUNCAO_ID,INSS,TOTAL_HORAS_ATRASO,MES,YEAR
6676,26,6,3,7,17.0,2,2021
6677,27,6,1,6,14.0,2,2021
6678,28,7,10,9,22.0,2,2021
6679,29,7,14,9,21.0,2,2021
6680,30,9,3,3,20.0,2,2021
6681,31,8,9,7,14.0,2,2021
6682,32,4,4,8,10.0,2,2021
6683,33,5,13,10,21.0,2,2021
6684,34,2,11,5,30.0,2,2021
6685,35,2,13,7,26.0,2,2021
6686,36,4,15,10,19.0,2,2021
6687,37,3,4,7,29.0,2,2021
6688,38,9,16,8,14.0,2,2021
6689,39,5,8,7,21.0,2,2021
6690,40,7,12,7,19.0,2,2021
6691,41,3,8,8,18.0,2,2021
6692,42,6,1,8,22.0,2,2021
6693,43,1,8,3,17.0,2,2021
6694,44,1,5,8,28.0,2,2021
6695,45,3,13,7,20.0,2,2021
6696,46,9,7,3,28.0,2,2021
6697,47,3,2,4,28.0,2,2021
6698,48,9,13,7,22.0,2,2021
6699,49,9,5,3,4.0,2,2021
6700,50,4,11,8,16.0,2,2021
6701,1,2,11,4,20.0,3,2021
6702,2,8,7,3,11.0,3,2021
6703,3,9,11,5,20.0,3,2021
6704,4,8,10,3,15.0,3,2021
6705,5,9,10,9,19.0,3,2021
6706,6,4,13,10,11.0,3,2021
6707,7,6,9,8,30.0,3,2021
6708,8,5,10,8,13.0,3,2021
6709,9,4,7,8,29.0,3,2021
6710,10,1,3,9,21.0,3,2021
6711,11,5,3,3,3.0,3,2021
6712,12,6,12,5,30.0,3,2021
6713,13,2,9,4,13.0,3,2021
6714,14,6,16,8,14.0,3,2021
6715,15,7,11,3,29.0,3,2021
6716,16,9,15,4,26.0,3,2021
6717,17,2,8,10,13.0,3,2021
6718,18,8,2,7,5.0,3,2021
6719,19,4,10,5,22.0,3,2021
6720,20,9,2,4,4.0,3,2021
6721,21,4,13,9,28.0,3,2021
6722,22,9,9,4,5.0,3,2021
6723,23,3,7,7,13.0,3,2021
6724,24,2,12,6,5.0,3,2021
6725,25,1,8,9,7.0,3,2021
6726,26,6,3,5,8.0,3,2021
6727,27,6,1,5,30.0,3,2021
6728,28,7,10,7,14.0,3,2021
6729,29,7,14,10,5.0,3,2021
6730,30,9,3,8,31.0,3,2021
6731,31,8,9,6,5.0,3,2021
6732,32,4,4,9,27.0,3,2021
6733,33,5,13,6,24.0,3,2021
6734,34,2,11,10,22.0,3,2021
6735,35,2,13,10,31.0,3,2021
6736,36,4,15,3,23.0,3,2021
6737,37,3,4,7,28.0,3,2021
6738,38,9,16,9,15.0,3,2021
6739,39,5,8,8,24.0,3,2021
6740,40,7,12,3,31.0,3,2021
6741,41,3,8,3,5.0,3,2021
6742,42,6,1,8,20.0,3,2021
6743,43,1,8,5,21.0,3,2021
6744,44,1,5,8,21.0,3,2021
6745,45,3,13,6,8.0,3,2021
6746,46,9,7,9,24.0,3,2021
6747,47,3,2,3,26.0,3,2021
6748,48,9,13,5,14.0,3,2021
6749,49,9,5,9,28.0,3,2021
6750,50,4,11,7,2.0,3,2021
6751,1,2,11,4,20.0,4,2021
6752,2,8,7,7,5.0,4,2021
6753,3,9,11,6,26.0,4,2021
6754,4,8,10,9,11.0,4,2021
6755,5,9,10,7,30.0,4,2021
6756,6,4,13,7,22.0,4,2021
6757,7,6,9,7,15.0,4,2021
6758,8,5,10,10,28.0,4,2021
6759,9,4,7,7,6.0,4,2021
6760,10,1,3,4,30.0,4,2021
6761,11,5,3,8,10.0,4,2021
6762,12,6,12,9,16.0,4,2021
6763,13,2,9,3,31.0,4,2021
6764,14,6,16,8,9.0,4,2021
6765,15,7,11,10,29.0,4,2021
6766,16,9,15,6,15.0,4,2021
6767,17,2,8,5,22.0,4,2021
6768,18,8,2,3,10.0,4,2021
6769,19,4,10,9,3.0,4,2021
6770,20,9,2,6,5.0,4,2021
6771,21,4,13,5,29.0,4,2021
6772,22,9,9,10,5.0,4,2021
6773,23,3,7,5,5.0,4,2021
6774,24,2,12,10,14.0,4,2021
6775,25,1,8,10,31.0,4,2021
6776,26,6,3,6,8.0,4,2021
6777,27,6,1,8,11.0,4,2021
6778,28,7,10,3,22.0,4,2021
6779,29,7,14,6,20.0,4,2021
6780,30,9,3,9,12.0,4,2021
6781,31,8,9,4,26.0,4,2021
6782,32,4,4,10,10.0,4,2021
6783,33,5,13,9,12.0,4,2021
6784,34,2,11,8,25.0,4,2021
6785,35,2,13,9,27.0,4,2021
6786,36,4,15,5,23.0,4,2021
6787,37,3,4,5,6.0,4,2021
6788,38,9,16,6,24.0,4,2021
6789,39,5,8,9,24.0,4,2021
6790,40,7,12,4,4.0,4,2021
6791,41,3,8,5,31.0,4,2021
6792,42,6,1,9,12.0,4,2021
6793,43,1,8,8,13.0,4,2021
6794,44,1,5,10,25.0,4,2021
6795,45,3,13,4,27.0,4,2021
6796,46,9,7,6,27.0,4,2021
6797,47,3,2,10,12.0,4,2021
6798,48,9,13,5,19.0,4,2021
6799,49,9,5,3,11.0,4,2021
6800,50,4,11,4,2.0,4,2021
6801,1,2,11,7,11.0,5,2021
6802,2,8,7,10,20.0,5,2021
6803,3,9,11,4,16.0,5,2021
6804,4,8,10,6,28.0,5,2021
6805,5,9,10,6,8.0,5,2021
6806,6,4,13,5,22.0,5,2021
6807,7,6,9,9,11.0,5,2021
6808,8,5,10,9,14.0,5,2021
6809,9,4,7,4,10.0,5,2021
6810,10,1,3,10,6.0,5,2021
6811,11,5,3,5,9.0,5,2021
6812,12,6,12,10,14.0,5,2021
6813,13,2,9,5,18.0,5,2021
6814,14,6,16,5,15.0,5,2021
6815,15,7,11,3,17.0,5,2021
6816,16,9,15,5,27.0,5,2021
6817,17,2,8,6,20.0,5,2021
6818,18,8,2,4,27.0,5,2021
6819,19,4,10,7,20.0,5,2021
6820,20,9,2,4,20.0,5,2021
6821,21,4,13,3,27.0,5,2021
6822,22,9,9,7,20.0,5,2021
6823,23,3,7,8,25.0,5,2021
6824,24,2,12,5,10.0,5,2021
6825,25,1,8,10,16.0,5,2021
6826,26,6,3,8,14.0,5,2021
6827,27,6,1,3,2.0,5,2021
6828,28,7,10,5,9.0,5,2021
6829,29,7,14,4,24.0,5,2021
6830,30,9,3,7,14.0,5,2021
6831,31,8,9,4,10.0,5,2021
6832,32,4,4,7,23.0,5,2021
6833,33,5,13,7,28.0,5,2021
6834,34,2,11,4,27.0,5,2021
6835,35,2,13,6,21.0,5,2021
6836,36,4,15,6,20.0,5,2021
6837,37,3,4,6,4.0,5,2021
6838,38,9,16,10,22.0,5,2021
6839,39,5,8,7,4.0,5,2021
6840,40,7,12,7,4.0,5,2021
6841,41,3,8,3,13.0,5,2021
6842,42,6,1,3,17.0,5,2021
6843,43,1,8,6,14.0,5,2021
6844,44,1,5,4,30.0,5,2021
6845,45,3,13,4,26.0,5,2021
6846,46,9,7,5,26.0,5,2021
6847,47,3,2,5,7.0,5,2021
6848,48,9,13,8,28.0,5,2021
6849,49,9,5,5,28.0,5,2021
6850,50,4,11,10,3.0,5,2021
6851,1,2,11,6,18.0,6,2021
6852,2,8,7,9,12.0,6,2021
6853,3,9,11,4,11.0,6,2021
6854,4,8,10,3,6.0,6,2021
6855,5,9,10,8,31.0,6,2021
6856,6,4,13,3,14.0,6,2021
6857,7,6,9,9,7.0,6,2021
6858,8,5,10,10,12.0,6,2021
6859,9,4,7,3,14.0,6,2021
6860,10,1,3,6,29.0,6,2021
6861,11,5,3,8,24.0,6,2021
6862,12,6,12,4,7.0,6,2021
6863,13,2,9,10,19.0,6,2021
6864,14,6,16,10,7.0,6,2021
6865,15,7,11,9,28.0,6,2021
6866,16,9,15,7,21.0,6,2021
6867,17,2,8,5,20.0,6,2021
6868,18,8,2,5,28.0,6,2021
6869,19,4,10,5,29.0,6,2021
6870,20,9,2,6,14.0,6,2021
6871,21,4,13,10,30.0,6,2021
6872,22,9,9,10,5.0,6,2021
6873,23,3,7,7,31.0,6,2021
6874,24,2,12,4,19.0,6,2021
6875,25,1,8,7,11.0,6,2021
6876,26,6,3,9,11.0,6,2021
6877,27,6,1,5,14.0,6,2021
6878,28,7,10,7,3.0,6,2021
6879,29,7,14,5,13.0,6,2021
6880,30,9,3,3,25.0,6,2021
6881,31,8,9,8,17.0,6,2021
6882,32,4,4,9,7.0,6,2021
6883,33,5,13,5,28.0,6,2021
6884,34,2,11,4,7.0,6,2021
6885,35,2,13,10,19.0,6,2021
6886,36,4,15,10,23.0,6,2021
6887,37,3,4,6,23.0,6,2021
6888,38,9,16,9,4.0,6,2021
6889,39,5,8,8,6.0,6,2021
6890,40,7,12,6,16.0,6,2021
6891,41,3,8,8,13.0,6,2021
6892,42,6,1,8,10.0,6,2021
6893,43,1,8,10,13.0,6,2021
6894,44,1,5,7,16.0,6,2021
6895,45,3,13,4,13.0,6,2021
6896,46,9,7,6,11.0,6,2021
6897,47,3,2,3,5.0,6,2021
6898,48,9,13,9,11.0,6,2021
6899,49,9,5,10,13.0,6,2021
6900,50,4,11,10,27.0,6,2021
6901,1,2,11,7,13.0,7,2021
6902,2,8,7,7,22.0,7,2021
6903,3,9,11,5,18.0,7,2021
6904,4,8,10,5,24.0,7,2021
6905,5,9,10,6,10.0,7,2021
6906,6,4,13,7,31.0,7,2021
6907,7,6,9,7,4.0,7,2021
6908,8,5,10,4,13.0,7,2021
6909,9,4,7,6,21.0,7,2021
6910,10,1,3,7,28.0,7,2021
6911,11,5,3,8,21.0,7,2021
6912,12,6,12,4,24.0,7,2021
6913,13,2,9,6,28.0,7,2021
6914,14,6,16,7,17.0,7,2021
6915,15,7,11,6,31.0,7,2021
6916,16,9,15,5,6.0,7,2021
6917,17,2,8,3,28.0,7,2021
6918,18,8,2,10,27.0,7,2021
6919,19,4,10,10,23.0,7,2021
6920,20,9,2,4,15.0,7,2021
6921,21,4,13,7,19.0,7,2021
6922,22,9,9,10,14.0,7,2021
6923,23,3,7,8,27.0,7,2021
6924,24,2,12,3,18.0,7,2021
6925,25,1,8,9,9.0,7,2021
6926,26,6,3,6,20.0,7,2021
6927,27,6,1,5,4.0,7,2021
6928,28,7,10,4,23.0,7,2021
6929,29,7,14,4,10.0,7,2021
6930,30,9,3,4,7.0,7,2021
6931,31,8,9,9,4.0,7,2021
6932,32,4,4,9,7.0,7,2021
6933,33,5,13,9,5.0,7,2021
6934,34,2,11,8,20.0,7,2021
6935,35,2,13,8,16.0,7,2021
6936,36,4,15,9,13.0,7,2021
6937,37,3,4,6,11.0,7,2021
6938,38,9,16,7,10.0,7,2021
6939,39,5,8,9,21.0,7,2021
6940,40,7,12,3,16.0,7,2021
6941,41,3,8,9,17.0,7,2021
6942,42,6,1,10,20.0,7,2021
6943,43,1,8,9,27.0,7,2021
6944,44,1,5,8,4.0,7,2021
6945,45,3,13,3,9.0,7,2021
6946,46,9,7,8,5.0,7,2021
6947,47,3,2,10,28.0,7,2021
6948,48,9,13,5,18.0,7,2021
6949,49,9,5,5,5.0,7,2021
6950,50,4,11,5,10.0,7,2021
6951,1,2,11,5,12.0,8,2021
6952,2,8,7,5,5.0,8,2021
6953,3,9,11,7,10.0,8,2021
6954,4,8,10,9,7.0,8,2021
6955,5,9,10,6,27.0,8,2021
6956,6,4,13,4,16.0,8,2021
6957,7,6,9,8,8.0,8,2021
6958,8,5,10,9,10.0,8,2021
6959,9,4,7,6,12.0,8,2021
6960,10,1,3,7,11.0,8,2021
6961,11,5,3,9,9.0,8,2021
6962,12,6,12,10,21.0,8,2021
6963,13,2,9,6,3.0,8,2021
6964,14,6,16,3,9.0,8,2021
6965,15,7,11,9,23.0,8,2021
6966,16,9,15,8,22.0,8,2021
6967,17,2,8,4,27.0,8,2021
6968,18,8,2,6,16.0,8,2021
6969,19,4,10,5,30.0,8,2021
6970,20,9,2,9,23.0,8,2021
6971,21,4,13,3,31.0,8,2021
6972,22,9,9,9,19.0,8,2021
6973,23,3,7,3,3.0,8,2021
6974,24,2,12,6,4.0,8,2021
6975,25,1,8,4,24.0,8,2021
6976,26,6,3,6,25.0,8,2021
6977,27,6,1,5,20.0,8,2021
6978,28,7,10,3,12.0,8,2021
6979,29,7,14,7,24.0,8,2021
6980,30,9,3,8,9.0,8,2021
6981,31,8,9,6,23.0,8,2021
6982,32,4,4,3,29.0,8,2021
6983,33,5,13,3,4.0,8,2021
6984,34,2,11,3,9.0,8,2021
6985,35,2,13,9,11.0,8,2021
6986,36,4,15,10,16.0,8,2021
6987,37,3,4,3,16.0,8,2021
6988,38,9,16,8,19.0,8,2021
6989,39,5,8,7,26.0,8,2021
6990,40,7,12,8,13.0,8,2021
6991,41,3,8,6,7.0,8,2021
6992,42,6,1,10,18.0,8,2021
6993,43,1,8,6,8.0,8,2021
6994,44,1,5,3,11.0,8,2021
6995,45,3,13,6,21.0,8,2021
6996,46,9,7,10,20.0,8,2021
6997,47,3,2,3,15.0,8,2021
6998,48,9,13,8,20.0,8,2021
6999,49,9,5,10,21.0,8,2021
7000,50,4,11,10,25.0,8,2021
7001,1,2,11,9,10.0,9,2021
7002,2,8,7,8,3.0,9,2021
7003,3,9,11,7,9.0,9,2021
7004,4,8,10,5,26.0,9,2021
7005,5,9,10,6,13.0,9,2021
7006,6,4,13,9,5.0,9,2021
7007,7,6,9,7,24.0,9,2021
7008,8,5,10,7,3.0,9,2021
7009,9,4,7,3,18.0,9,2021
7010,10,1,3,7,7.0,9,2021
7011,11,5,3,6,28.0,9,2021
7012,12,6,12,5,2.0,9,2021
7013,13,2,9,10,12.0,9,2021
7014,14,6,16,3,8.0,9,2021
7015,15,7,11,9,6.0,9,2021
7016,16,9,15,6,7.0,9,2021
7017,17,2,8,6,31.0,9,2021
7018,18,8,2,8,4.0,9,2021
7019,19,4,10,8,10.0,9,2021
7020,20,9,2,6,2.0,9,2021
7021,21,4,13,3,8.0,9,2021
7022,22,9,9,8,22.0,9,2021
7023,23,3,7,6,21.0,9,2021
7024,24,2,12,7,17.0,9,2021
7025,25,1,8,6,8.0,9,2021
7026,26,6,3,5,3.0,9,2021
7027,27,6,1,8,20.0,9,2021
7028,28,7,10,9,23.0,9,2021
7029,29,7,14,10,30.0,9,2021
7030,30,9,3,9,3.0,9,2021
7031,31,8,9,3,7.0,9,2021
7032,32,4,4,6,27.0,9,2021
7033,33,5,13,5,22.0,9,2021
7034,34,2,11,3,26.0,9,2021
7035,35,2,13,3,19.0,9,2021
7036,36,4,15,10,14.0,9,2021
7037,37,3,4,8,19.0,9,2021
7038,38,9,16,4,25.0,9,2021
7039,39,5,8,9,12.0,9,2021
7040,40,7,12,9,21.0,9,2021
7041,41,3,8,6,13.0,9,2021
7042,42,6,1,4,5.0,9,2021
7043,43,1,8,6,6.0,9,2021
7044,44,1,5,6,4.0,9,2021
7045,45,3,13,5,7.0,9,2021
7046,46,9,7,7,11.0,9,2021
7047,47,3,2,8,13.0,9,2021
7048,48,9,13,5,3.0,9,2021
7049,49,9,5,4,11.0,9,2021
7050,50,4,11,9,19.0,9,2021
7051,1,2,11,5,16.0,10,2021
7052,2,8,7,5,27.0,10,2021
7053,3,9,11,3,6.0,10,2021
7054,4,8,10,8,28.0,10,2021
7055,5,9,10,8,24.0,10,2021
7056,6,4,13,7,25.0,10,2021
7057,7,6,9,3,12.0,10,2021
7058,8,5,10,4,15.0,10,2021
7059,9,4,7,8,10.0,10,2021
7060,10,1,3,9,21.0,10,2021
7061,11,5,3,3,10.0,10,2021
7062,12,6,12,4,8.0,10,2021
7063,13,2,9,8,5.0,10,2021
7064,14,6,16,3,21.0,10,2021
7065,15,7,11,9,17.0,10,2021
7066,16,9,15,10,5.0,10,2021
7067,17,2,8,8,5.0,10,2021
7068,18,8,2,3,23.0,10,2021
7069,19,4,10,4,10.0,10,2021
7070,20,9,2,10,16.0,10,2021
7071,21,4,13,6,8.0,10,2021
7072,22,9,9,9,8.0,10,2021
7073,23,3,7,8,31.0,10,2021
7074,24,2,12,6,11.0,10,2021
7075,25,1,8,9,16.0,10,2021
7076,26,6,3,9,7.0,10,2021
7077,27,6,1,9,12.0,10,2021
7078,28,7,10,10,19.0,10,2021
7079,29,7,14,9,19.0,10,2021
7080,30,9,3,10,28.0,10,2021
7081,31,8,9,5,19.0,10,2021
7082,32,4,4,10,11.0,10,2021
7083,33,5,13,9,11.0,10,2021
7084,34,2,11,3,30.0,10,2021
7085,35,2,13,7,7.0,10,2021
7086,36,4,15,10,21.0,10,2021
7087,37,3,4,10,11.0,10,2021
7088,38,9,16,10,31.0,10,2021
7089,39,5,8,4,23.0,10,2021
7090,40,7,12,5,20.0,10,2021
7091,41,3,8,10,14.0,10,2021
7092,42,6,1,6,18.0,10,2021
7093,43,1,8,9,31.0,10,2021
7094,44,1,5,9,30.0,10,2021
7095,45,3,13,3,31.0,10,2021
7096,46,9,7,4,5.0,10,2021
7097,47,3,2,3,2.0,10,2021
7098,48,9,13,4,27.0,10,2021
7099,49,9,5,4,13.0,10,2021
7100,50,4,11,8,8.0,10,2021
7101,1,2,11,5,31.0,11,2021
7102,2,8,7,10,14.0,11,2021
7103,3,9,11,9,8.0,11,2021
7104,4,8,10,3,21.0,11,2021
7105,5,9,10,5,22.0,11,2021
7106,6,4,13,8,13.0,11,2021
7107,7,6,9,7,13.0,11,2021
7108,8,5,10,8,12.0,11,2021
7109,9,4,7,7,7.0,11,2021
7110,10,1,3,7,6.0,11,2021
7111,11,5,3,7,13.0,11,2021
7112,12,6,12,7,18.0,11,2021
7113,13,2,9,9,24.0,11,2021
7114,14,6,16,3,2.0,11,2021
7115,15,7,11,9,18.0,11,2021
7116,16,9,15,4,25.0,11,2021
7117,17,2,8,9,18.0,11,2021
7118,18,8,2,3,25.0,11,2021
7119,19,4,10,7,19.0,11,2021
7120,20,9,2,7,17.0,11,2021
7121,21,4,13,8,17.0,11,2021
7122,22,9,9,10,21.0,11,2021
7123,23,3,7,6,24.0,11,2021
7124,24,2,12,3,9.0,11,2021
7125,25,1,8,8,6.0,11,2021
7126,26,6,3,9,16.0,11,2021
7127,27,6,1,5,19.0,11,2021
7128,28,7,10,4,4.0,11,2021
7129,29,7,14,6,11.0,11,2021
7130,30,9,3,4,4.0,11,2021
7131,31,8,9,4,20.0,11,2021
7132,32,4,4,5,12.0,11,2021
7133,33,5,13,10,27.0,11,2021
7134,34,2,11,10,7.0,11,2021
7135,35,2,13,5,17.0,11,2021
7136,36,4,15,10,5.0,11,2021
7137,37,3,4,6,4.0,11,2021
7138,38,9,16,8,18.0,11,2021
7139,39,5,8,5,31.0,11,2021
7140,40,7,12,6,3.0,11,2021
7141,41,3,8,7,15.0,11,2021
7142,42,6,1,10,19.0,11,2021
7143,43,1,8,10,13.0,11,2021
7144,44,1,5,9,27.0,11,2021
7145,45,3,13,6,31.0,11,2021
7146,46,9,7,6,20.0,11,2021
7147,47,3,2,5,27.0,11,2021
7148,48,9,13,9,13.0,11,2021
7149,49,9,5,6,3.0,11,2021
7150,50,4,11,10,19.0,11,2021
7151,1,2,11,4,24.0,12,2021
7152,2,8,7,8,5.0,12,2021
7153,3,9,11,6,14.0,12,2021
7154,4,8,10,8,12.0,12,2021
7155,5,9,10,9,28.0,12,2021
7156,6,4,13,9,4.0,12,2021
7157,7,6,9,4,5.0,12,2021
7158,8,5,10,6,24.0,12,2021
7159,9,4,7,10,30.0,12,2021
7160,10,1,3,9,17.0,12,2021
7161,11,5,3,7,22.0,12,2021
7162,12,6,12,8,28.0,12,2021
7163,13,2,9,7,16.0,12,2021
7164,14,6,16,8,8.0,12,2021
7165,15,7,11,5,13.0,12,2021
7166,16,9,15,9,8.0,12,2021
7167,17,2,8,4,27.0,12,2021
7168,18,8,2,8,22.0,12,2021
7169,19,4,10,7,25.0,12,2021
7170,20,9,2,3,10.0,12,2021
7171,21,4,13,3,10.0,12,2021
7172,22,9,9,7,25.0,12,2021
7173,23,3,7,4,15.0,12,2021
7174,24,2,12,5,4.0,12,2021
7175,25,1,8,8,13.0,12,2021
7176,26,6,3,10,19.0,12,2021
7177,27,6,1,3,29.0,12,2021
7178,28,7,10,9,2.0,12,2021
7179,29,7,14,4,13.0,12,2021
7180,30,9,3,4,17.0,12,2021
7181,31,8,9,5,2.0,12,2021
7182,32,4,4,7,4.0,12,2021
7183,33,5,13,9,16.0,12,2021
7184,34,2,11,7,19.0,12,2021
7185,35,2,13,3,11.0,12,2021
7186,36,4,15,7,17.0,12,2021
7187,37,3,4,3,23.0,12,2021
7188,38,9,16,10,20.0,12,2021
7189,39,5,8,8,5.0,12,2021
7190,40,7,12,5,8.0,12,2021
7191,41,3,8,4,30.0,12,2021
7192,42,6,1,8,31.0,12,2021
7193,43,1,8,4,5.0,12,2021
7194,44,1,5,9,27.0,12,2021
7195,45,3,13,8,10.0,12,2021
7196,46,9,7,7,7.0,12,2021
7197,47,3,2,9,13.0,12,2021
7198,48,9,13,4,23.0,12,2021
7199,49,9,5,7,2.0,12,2021
7200,50,4,11,10,28.0,12,2021
7201,1,2,11,5,27.0,1,2022
7202,2,8,7,3,8.0,1,2022
7203,3,9,11,9,13.0,1,2022
7204,4,8,10,10,14.0,1,2022
7205,5,9,10,8,7.0,1,2022
7206,6,4,13,8,28.0,1,2022
7207,7,6,9,7,20.0,1,2022
7208,8,5,10,9,6.0,1,2022
7209,9,4,7,10,30.0,1,2022
7210,10,1,3,3,20.0,1,2022
7211,11,5,3,5,10.0,1,2022
7212,12,6,12,8,13.0,1,2022
7213,13,2,9,8,24.0,1,2022
7214,14,6,16,3,27.0,1,2022
7215,15,7,11,8,14.0,1,2022
7216,16,9,15,9,14.0,1,2022
7217,17,2,8,4,7.0,1,2022
7218,18,8,2,6,20.0,1,2022
7219,19,4,10,5,8.0,1,2022
7220,20,9,2,9,20.0,1,2022
7221,21,4,13,4,14.0,1,2022
7222,22,9,9,3,12.0,1,2022
7223,23,3,7,6,6.0,1,2022
7224,24,2,12,4,8.0,1,2022
7225,25,1,8,9,28.0,1,2022
7226,26,6,3,10,28.0,1,2022
7227,27,6,1,5,27.0,1,2022
7228,28,7,10,6,16.0,1,2022
7229,29,7,14,7,6.0,1,2022
7230,30,9,3,5,7.0,1,2022
7231,31,8,9,3,31.0,1,2022
7232,32,4,4,9,11.0,1,2022
7233,33,5,13,9,23.0,1,2022
7234,34,2,11,6,24.0,1,2022
7235,35,2,13,7,10.0,1,2022
7236,36,4,15,4,13.0,1,2022
7237,37,3,4,7,14.0,1,2022
7238,38,9,16,8,22.0,1,2022
7239,39,5,8,5,23.0,1,2022
7240,40,7,12,7,23.0,1,2022
7241,41,3,8,3,14.0,1,2022
7242,42,6,1,4,27.0,1,2022
7243,43,1,8,3,20.0,1,2022
7244,44,1,5,6,2.0,1,2022
7245,45,3,13,8,16.0,1,2022
7246,46,9,7,9,18.0,1,2022
7247,47,3,2,8,19.0,1,2022
7248,48,9,13,10,31.0,1,2022
7249,49,9,5,10,28.0,1,2022
7250,50,4,11,4,17.0,1,2022
7251,1,2,11,9,8.0,2,2022
7252,2,8,7,9,12.0,2,2022
7253,3,9,11,8,25.0,2,2022
7254,4,8,10,9,7.0,2,2022
7255,5,9,10,5,17.0,2,2022
7256,6,4,13,7,22.0,2,2022
7257,7,6,9,3,31.0,2,2022
7258,8,5,10,7,30.0,2,2022
7259,9,4,7,10,27.0,2,2022
7260,10,1,3,10,23.0,2,2022
7261,11,5,3,8,4.0,2,2022
7262,12,6,12,9,23.0,2,2022
7263,13,2,9,9,13.0,2,2022
7264,14,6,16,6,3.0,2,2022
7265,15,7,11,8,13.0,2,2022
7266,16,9,15,3,12.0,2,2022
7267,17,2,8,9,23.0,2,2022
7268,18,8,2,3,25.0,2,2022
7269,19,4,10,3,25.0,2,2022
7270,20,9,2,8,21.0,2,2022
7271,21,4,13,8,22.0,2,2022
7272,22,9,9,4,10.0,2,2022
7273,23,3,7,8,10.0,2,2022
7274,24,2,12,6,4.0,2,2022
7275,25,1,8,5,3.0,2,2022
7276,26,6,3,6,22.0,2,2022
7277,27,6,1,8,17.0,2,2022
7278,28,7,10,9,24.0,2,2022
7279,29,7,14,6,6.0,2,2022
7280,30,9,3,8,19.0,2,2022
7281,31,8,9,3,21.0,2,2022
7282,32,4,4,3,25.0,2,2022
7283,33,5,13,7,19.0,2,2022
7284,34,2,11,9,29.0,2,2022
7285,35,2,13,4,16.0,2,2022
7286,36,4,15,8,9.0,2,2022
7287,37,3,4,10,19.0,2,2022
7288,38,9,16,4,9.0,2,2022
7289,39,5,8,5,23.0,2,2022
7290,40,7,12,3,6.0,2,2022
7291,41,3,8,7,20.0,2,2022
7292,42,6,1,10,11.0,2,2022
7293,43,1,8,5,13.0,2,2022
7294,44,1,5,4,5.0,2,2022
7295,45,3,13,3,8.0,2,2022
7296,46,9,7,4,15.0,2,2022
7297,47,3,2,6,17.0,2,2022
7298,48,9,13,5,31.0,2,2022
7299,49,9,5,8,4.0,2,2022
7300,50,4,11,5,20.0,2,2022
7301,1,2,11,7,17.0,3,2022
7302,2,8,7,9,24.0,3,2022
7303,3,9,11,6,23.0,3,2022
7304,4,8,10,3,3.0,3,2022
7305,5,9,10,7,29.0,3,2022
7306,6,4,13,10,19.0,3,2022
7307,7,6,9,6,28.0,3,2022
7308,8,5,10,5,14.0,3,2022
7309,9,4,7,9,15.0,3,2022
7310,10,1,3,3,21.0,3,2022
7311,11,5,3,9,15.0,3,2022
7312,12,6,12,4,19.0,3,2022
7313,13,2,9,7,31.0,3,2022
7314,14,6,16,6,12.0,3,2022
7315,15,7,11,3,22.0,3,2022
7316,16,9,15,5,25.0,3,2022
7317,17,2,8,8,18.0,3,2022
7318,18,8,2,3,29.0,3,2022
7319,19,4,10,3,7.0,3,2022
7320,20,9,2,3,9.0,3,2022
7321,21,4,13,7,8.0,3,2022
7322,22,9,9,8,25.0,3,2022
7323,23,3,7,4,8.0,3,2022
7324,24,2,12,7,13.0,3,2022
7325,25,1,8,10,29.0,3,2022
7326,26,6,3,8,31.0,3,2022
7327,27,6,1,10,4.0,3,2022
7328,28,7,10,6,13.0,3,2022
7329,29,7,14,6,15.0,3,2022
7330,30,9,3,7,22.0,3,2022
7331,31,8,9,10,24.0,3,2022
7332,32,4,4,8,26.0,3,2022
7333,33,5,13,4,30.0,3,2022
7334,34,2,11,9,2.0,3,2022
7335,35,2,13,7,13.0,3,2022
7336,36,4,15,3,3.0,3,2022
7337,37,3,4,9,20.0,3,2022
7338,38,9,16,10,18.0,3,2022
7339,39,5,8,8,22.0,3,2022
7340,40,7,12,3,17.0,3,2022
7341,41,3,8,5,7.0,3,2022
7342,42,6,1,3,13.0,3,2022
7343,43,1,8,10,10.0,3,2022
7344,44,1,5,7,14.0,3,2022
7345,45,3,13,3,16.0,3,2022
7346,46,9,7,8,9.0,3,2022
7347,47,3,2,5,27.0,3,2022
7348,48,9,13,10,28.0,3,2022
7349,49,9,5,6,28.0,3,2022
7350,50,4,11,5,15.0,3,2022
7351,1,2,11,9,22.0,4,2022
7352,2,8,7,4,7.0,4,2022
7353,3,9,11,6,13.0,4,2022
7354,4,8,10,5,31.0,4,2022
7355,5,9,10,8,10.0,4,2022
7356,6,4,13,6,2.0,4,2022
7357,7,6,9,7,11.0,4,2022
7358,8,5,10,7,16.0,4,2022
7359,9,4,7,7,19.0,4,2022
7360,10,1,3,5,10.0,4,2022
7361,11,5,3,10,29.0,4,2022
7362,12,6,12,8,13.0,4,2022
7363,13,2,9,10,23.0,4,2022
7364,14,6,16,6,16.0,4,2022
7365,15,7,11,4,23.0,4,2022
7366,16,9,15,5,19.0,4,2022
7367,17,2,8,9,9.0,4,2022
7368,18,8,2,5,8.0,4,2022
7369,19,4,10,3,5.0,4,2022
7370,20,9,2,7,24.0,4,2022
7371,21,4,13,10,9.0,4,2022
