PEDIDO_ID,PEDIDO_DATA,COD CLIENTE,COD_VENDEDOR,COD PRODUTO,QUANTIDADE PRODUTO,VALOR PRODUTO
42103,18/10/2018,292,121,16,4,5.109
42104,14/11/2015,223,60,8,4,5.389
42105,11/09/2019,46,271,8,1,5.389
42106,21/08/2019,230,232,18,2,4.561
42107,07/02/2016,345,18,20,1,5.119
42108,07/08/2019,268,98,18,2,4.561
42109,05/05/2017,329,39,19,4,4.879
42110,30/07/2020,296,234,21,3,6.119
42111,02/12/2015,230,214,9,1,2.319
42112,01/06/2016,193,125,16,2,5.109
42113,27/08/2018,32,194,16,4,5.109
42114,08/01/2016,75,183,10,2,3.131
42115,18/07/2019,289,19,23,2,4.27
42116,07/08/2015,245,206,3,3,4.269
42117,24/07/2019,165,21,12,4,1.899
42118,24/07/2015,359,15,2,1,2.789
42119,14/10/2017,219,282,10,1,3.131
42120,01/09/2015,168,51,23,4,4.27
42121,06/07/2019,125,171,10,2,3.131
42122,12/12/2017,349,8,19,1,4.879
42123,08/05/2016,20,260,11,3,2.789
42124,13/01/2020,343,14,21,4,6.119
42125,05/09/2019,412,93,6,3,1.589
42126,11/01/2020,293,105,7,2,2.919
42127,08/01/2018,402,88,15,3,6.219
42128,31/08/2016,162,263,17,3,4.719
42129,06/12/2015,360,143,4,4,4.149
42130,06/11/2019,138,190,11,1,2.789
42131,03/03/2020,225,3,13,1,3.279
42132,12/08/2015,284,207,8,1,5.389
42133,05/05/2015,143,77,15,1,6.219
42134,18/06/2019,316,122,7,3,2.919
42135,24/11/2018,187,244,19,1,4.879
42136,31/03/2015,130,12,6,4,1.589
42137,05/01/2015,226,180,16,3,5.109
42138,03/08/2016,330,268,19,3,4.879
42139,10/12/2019,462,136,18,1,4.561
42140,30/04/2016,263,294,17,4,4.719
42141,05/03/2016,122,13,16,1,5.109
42142,16/10/2020,48,282,22,1,8.279
42143,21/08/2015,259,136,8,2,5.389
42144,17/05/2016,218,47,3,2,4.269
42145,12/09/2015,368,187,16,3,5.109
42146,13/12/2016,405,139,23,2,4.27
42147,13/07/2015,373,153,13,3,3.279
42148,06/03/2017,323,194,16,4,5.109
42149,29/06/2015,261,223,3,2,4.269
42150,16/11/2018,249,219,14,3,3.519
42151,11/08/2017,382,140,14,4,3.519
42152,07/01/2015,133,7,5,1,1.229
42153,21/05/2019,67,83,14,2,3.519
42154,14/02/2020,73,191,19,1,4.879
42155,02/07/2016,97,177,12,4,1.899
42156,13/05/2017,401,50,6,4,1.589
42157,08/05/2018,218,66,16,1,5.109
42158,13/07/2017,191,144,3,2,4.269
42159,09/07/2020,436,3,21,3,6.119
42160,07/11/2020,240,125,23,2,4.27
42161,11/11/2015,262,222,14,3,3.519
42162,31/05/2019,415,263,22,2,8.279
42163,06/03/2017,24,110,11,4,2.789
42164,29/07/2018,104,23,11,4,2.789
42165,22/12/2020,242,16,11,1,2.789
42166,08/05/2015,277,122,18,2,4.561
42167,17/10/2018,453,127,9,1,2.319
42168,18/05/2016,375,89,20,2,5.119
42169,11/06/2015,7,90,6,3,1.589
42170,07/02/2020,387,246,4,1,4.149
42171,17/09/2017,429,120,2,3,2.789
42172,17/10/2015,312,81,9,3,2.319
42173,19/06/2018,380,251,22,3,8.279
42174,07/11/2019,10,143,9,2,2.319
42175,06/11/2018,16,91,3,1,4.269
42176,17/09/2019,193,145,12,4,1.899
42177,16/12/2018,317,241,7,1,2.919
42178,18/08/2016,109,15,19,2,4.879
42179,21/03/2017,383,249,3,3,4.269
42180,23/08/2017,385,59,15,1,6.219
42181,22/12/2019,32,124,19,4,4.879
42182,29/05/2015,58,79,6,1,1.589
42183,26/12/2016,449,20,17,4,4.719
42184,06/07/2016,21,221,18,3,4.561
42185,07/01/2018,227,77,5,4,1.229
42186,08/07/2018,6,51,11,4,2.789
42187,03/10/2017,200,205,4,2,4.149
42188,06/05/2017,30,228,2,2,2.789
42189,10/09/2018,268,244,11,4,2.789
42190,02/12/2019,466,7,21,2,6.119
42191,16/06/2016,223,30,13,2,3.279
42192,09/09/2016,396,61,22,4,8.279
42193,28/09/2015,413,228,19,2,4.879
42194,25/04/2018,51,163,23,4,4.27
42195,24/09/2020,60,66,11,2,2.789
42196,22/10/2015,143,220,19,1,4.879
42197,29/03/2017,474,24,17,1,4.719
42198,05/04/2017,334,27,2,2,2.789
42199,15/10/2020,77,117,20,4,5.119
42200,21/10/2020,72,222,19,3,4.879
42201,24/02/2016,397,117,16,2,5.109
42202,27/10/2018,363,44,11,2,2.789
42203,18/01/2016,59,43,8,2,5.389
42204,05/03/2016,251,14,23,1,4.27
42205,12/11/2020,143,251,19,3,4.879
42206,20/12/2020,445,94,3,3,4.269
42207,28/05/2015,230,180,5,4,1.229
42208,14/07/2017,153,175,18,2,4.561
42209,19/08/2019,231,260,21,2,6.119
42210,01/05/2015,420,194,8,3,5.389
42211,03/05/2020,272,267,3,2,4.269
42212,28/03/2017,181,63,17,4,4.719
42213,12/09/2016,44,98,15,4,6.219
42214,05/07/2017,309,45,20,3,5.119
42215,21/12/2015,168,25,13,2,3.279
42216,29/07/2020,272,19,3,4,4.269
42217,07/10/2016,216,80,17,2,4.719
42218,21/08/2018,214,287,18,2,4.561
42219,12/08/2015,472,169,22,3,8.279
42220,30/09/2015,97,239,8,2,5.389
42221,25/01/2018,218,211,6,1,1.589
42222,17/09/2015,48,46,12,2,1.899
42223,27/12/2019,403,182,17,3,4.719
42224,08/01/2017,98,159,23,3,4.27
42225,09/09/2018,211,140,18,1,4.561
42226,20/08/2018,112,228,10,4,3.131
42227,24/02/2016,152,198,21,4,6.119
42228,19/01/2018,278,279,14,1,3.519
42229,31/01/2016,59,237,3,4,4.269
42230,14/07/2015,186,207,2,1,2.789
42231,11/09/2018,294,40,5,1,1.229
42232,19/01/2018,418,240,21,2,6.119
42233,29/04/2019,392,199,18,3,4.561
42234,30/08/2020,425,56,5,3,1.229
42235,26/01/2015,188,13,5,3,1.229
42236,09/08/2017,78,244,13,2,3.279
42237,03/01/2020,26,95,4,3,4.149
42238,07/07/2019,243,130,11,3,2.789
42239,20/07/2016,360,163,21,4,6.119
42240,01/03/2017,333,112,12,2,1.899
42241,01/02/2020,288,54,6,3,1.589
42242,09/10/2019,66,212,21,2,6.119
42243,26/10/2020,110,219,16,4,5.109
42244,19/10/2017,272,180,14,2,3.519
42245,22/04/2019,276,57,15,2,6.219
42246,16/05/2019,248,291,17,1,4.719
42247,19/12/2016,448,156,9,4,2.319
42248,25/01/2019,233,188,3,3,4.269
42249,17/09/2020,398,172,12,2,1.899
42250,26/07/2015,22,272,10,2,3.131
42251,04/03/2020,214,271,16,1,5.109
42252,10/08/2019,438,46,16,3,5.109
42253,09/09/2015,451,94,20,3,5.119
42254,11/06/2020,123,111,3,3,4.269
42255,07/08/2015,222,166,14,3,3.519
42256,10/12/2019,395,53,23,3,4.27
42257,23/06/2018,79,70,3,3,4.269
42258,27/06/2018,125,257,22,1,8.279
42259,15/09/2019,473,286,13,2,3.279
42260,26/03/2020,464,157,20,2,5.119
42261,27/01/2019,448,267,12,3,1.899
42262,30/08/2016,187,228,16,2,5.109
42263,20/05/2016,143,87,22,4,8.279
42264,15/01/2015,321,82,2,3,2.789
42265,06/04/2017,386,29,16,1,5.109
42266,22/04/2016,444,201,16,4,5.109
42267,09/03/2020,486,107,4,1,4.149
42268,27/11/2018,429,11,10,3,3.131
42269,19/10/2016,203,276,2,2,2.789
42270,27/09/2015,495,55,15,4,6.219
42271,03/08/2017,281,295,20,1,5.119
42272,22/05/2015,229,137,21,2,6.119
42273,06/02/2020,241,129,16,1,5.109
42274,10/09/2019,492,242,11,2,2.789
42275,24/05/2020,329,24,10,3,3.131
42276,25/10/2017,359,264,23,3,4.27
42277,10/07/2017,18,163,6,4,1.589
42278,16/01/2015,347,262,6,1,1.589
42279,07/03/2018,486,197,2,2,2.789
42280,03/09/2018,14,116,4,1,4.149
42281,08/03/2019,193,277,19,1,4.879
42282,17/10/2017,469,262,4,3,4.149
42283,24/07/2017,131,56,4,3,4.149
42284,11/09/2019,346,102,6,4,1.589
42285,08/08/2018,459,287,19,1,4.879
42286,16/03/2017,87,27,13,2,3.279
42287,10/10/2019,99,212,21,2,6.119
42288,27/04/2016,343,151,2,4,2.789
42289,19/11/2018,166,283,21,1,6.119
42290,15/10/2018,349,280,12,1,1.899
42291,16/08/2018,173,170,23,3,4.27
42292,19/09/2015,464,33,14,3,3.519
42293,05/03/2020,381,234,9,4,2.319
42294,17/05/2017,318,4,16,2,5.109
42295,13/08/2015,52,157,5,3,1.229
42296,01/01/2017,431,64,12,3,1.899
42297,11/07/2017,287,16,8,1,5.389
42298,09/06/2015,154,189,11,1,2.789
42299,11/05/2017,286,10,7,1,2.919
42300,20/06/2015,475,162,15,3,6.219
42301,11/01/2016,103,61,5,1,1.229
42302,22/05/2015,411,150,3,4,4.269
42303,13/04/2017,276,175,18,3,4.561
42304,06/09/2017,467,77,7,2,2.919
42305,04/01/2016,138,69,7,2,2.919
42306,19/11/2017,115,39,18,2,4.561
42307,09/08/2020,399,191,17,2,4.719
42308,07/01/2015,104,257,16,4,5.109
42309,07/05/2016,25,93,23,1,4.27
42310,22/05/2015,288,195,12,2,1.899
42311,25/02/2016,144,109,14,3,3.519
42312,10/06/2015,346,168,22,1,8.279
42313,21/09/2018,183,238,4,4,4.149
42314,19/10/2017,171,136,17,3,4.719
42315,07/01/2017,39,34,5,2,1.229
42316,24/06/2017,460,202,4,4,4.149
42317,09/01/2017,30,44,2,3,2.789
42318,28/03/2017,199,41,15,4,6.219
42319,30/01/2020,354,57,17,2,4.719
42320,10/03/2017,57,30,19,2,4.879
42321,29/05/2018,120,233,3,3,4.269
42322,13/05/2017,207,63,12,2,1.899
42323,17/11/2015,22,179,4,3,4.149
42324,26/06/2015,48,48,19,3,4.879
42325,14/06/2020,147,242,4,2,4.149
42326,05/03/2017,76,98,11,3,2.789
42327,16/04/2017,261,173,17,2,4.719
42328,19/08/2019,183,105,3,3,4.269
42329,12/02/2020,137,296,23,4,4.27
42330,16/07/2017,351,223,18,3,4.561
42331,12/08/2020,129,257,16,4,5.109
42332,26/09/2020,324,160,23,4,4.27
42333,08/05/2020,21,87,7,3,2.919
42334,18/01/2019,48,118,23,4,4.27
42335,04/12/2015,430,26,10,2,3.131
42336,25/06/2017,38,203,18,4,4.561
42337,23/06/2018,435,29,6,1,1.589
42338,05/10/2015,232,299,3,4,4.269
42339,23/04/2018,484,87,17,3,4.719
42340,23/10/2017,429,277,15,1,6.219
42341,27/09/2017,25,130,7,2,2.919
42342,20/07/2015,341,263,6,2,1.589
42343,06/01/2019,30,285,9,2,2.319
42344,25/04/2015,189,122,20,1,5.119
42345,06/02/2018,186,26,2,3,2.789
42346,12/02/2017,235,214,15,4,6.219
42347,31/01/2016,344,18,8,4,5.389
42348,22/09/2018,141,256,11,1,2.789
42349,02/05/2018,406,172,12,4,1.899
42350,09/02/2018,16,289,12,3,1.899
42351,30/03/2019,165,215,16,2,5.109
42352,03/07/2016,450,189,7,2,2.919
42353,03/01/2018,279,296,20,2,5.119
42354,04/10/2019,57,93,8,3,5.389
42355,23/12/2017,310,36,22,4,8.279
42356,22/07/2017,370,266,17,2,4.719
42357,14/06/2016,114,251,3,3,4.269
42358,17/09/2016,449,166,19,3,4.879
42359,15/06/2019,452,100,23,3,4.27
42360,14/04/2019,210,22,10,1,3.131
42361,09/01/2017,217,91,4,4,4.149
42362,27/12/2018,173,199,10,1,3.131
42363,28/09/2020,469,199,2,1,2.789
42364,16/07/2017,188,186,23,4,4.27
42365,17/08/2016,413,42,19,4,4.879
42366,22/11/2018,495,8,6,3,1.589
42367,09/08/2019,161,16,14,4,3.519
42368,21/11/2019,103,104,23,1,4.27
42369,03/10/2018,184,110,2,3,2.789
42370,16/06/2019,353,85,20,1,5.119
42371,28/04/2019,86,231,19,4,4.879
42372,27/05/2016,146,187,19,2,4.879
42373,17/09/2017,371,172,20,4,5.119
42374,01/12/2017,266,122,22,2,8.279
42375,23/01/2015,393,251,8,4,5.389
42376,10/09/2018,357,197,2,3,2.789
42377,16/06/2018,474,246,9,4,2.319
42378,10/12/2017,165,116,11,3,2.789
42379,22/01/2016,160,265,7,2,2.919
42380,13/04/2015,386,117,14,3,3.519
42381,18/11/2019,63,45,21,4,6.119
42382,16/11/2016,133,23,12,2,1.899
42383,02/04/2020,346,177,11,2,2.789
42384,30/04/2017,116,59,5,2,1.229
42385,25/08/2019,450,270,15,1,6.219
42386,05/07/2020,93,2,2,3,2.789
42387,03/01/2017,115,9,4,4,4.149
42388,16/04/2015,74,28,15,1,6.219
42389,24/02/2016,490,157,9,2,2.319
42390,03/05/2017,280,161,10,3,3.131
42391,17/10/2017,186,65,13,3,3.279
42392,13/11/2020,173,246,11,2,2.789
42393,22/07/2018,407,142,23,4,4.27
42394,16/03/2019,329,153,22,4,8.279
42395,13/06/2016,119,12,8,2,5.389
42396,05/06/2015,343,271,18,2,4.561
42397,22/01/2016,94,54,5,3,1.229
42398,15/07/2018,393,58,5,2,1.229
42399,03/11/2020,136,209,2,1,2.789
42400,07/10/2016,26,200,10,3,3.131
42401,02/05/2019,134,144,10,2,3.131
42402,25/08/2020,15,164,6,1,1.589
42403,21/06/2015,32,267,22,3,8.279
42404,13/12/2019,400,210,3,1,4.269
42405,06/10/2017,431,91,2,2,2.789
42406,18/11/2020,137,128,13,4,3.279
42407,05/07/2019,387,46,13,4,3.279
42408,26/10/2015,142,267,10,1,3.131
42409,15/05/2017,136,190,6,1,1.589
42410,08/05/2017,414,158,3,3,4.269
42411,11/11/2015,66,139,18,1,4.561
42412,20/06/2019,51,148,21,4,6.119
42413,08/04/2020,346,43,9,1,2.319
42414,15/04/2020,67,237,20,1,5.119
42415,26/07/2019,112,231,3,1,4.269
42416,13/08/2020,253,131,11,1,2.789
42417,19/03/2015,67,285,17,4,4.719
42418,21/10/2019,420,50,6,4,1.589
42419,30/10/2020,225,34,9,1,2.319
42420,14/07/2018,108,243,14,1,3.519
42421,23/05/2015,100,6,12,4,1.899
42422,21/05/2018,14,240,18,1,4.561
42423,23/04/2020,162,160,22,3,8.279
42424,31/05/2017,455,39,5,4,1.229
42425,28/09/2018,205,63,12,2,1.899
42426,16/12/2016,295,19,8,3,5.389
42427,02/12/2017,216,112,21,2,6.119
42428,17/04/2020,490,17,2,4,2.789
42429,14/01/2018,432,85,3,1,4.269
42430,19/03/2016,92,190,6,2,1.589
42431,26/09/2015,268,167,12,3,1.899
42432,07/08/2017,331,269,22,1,8.279
42433,07/01/2020,489,64,18,1,4.561
42434,10/10/2020,205,147,5,1,1.229
42435,10/10/2020,378,90,5,3,1.229
42436,03/11/2016,142,200,16,1,5.109
42437,29/06/2018,328,125,17,3,4.719
42438,31/07/2015,163,19,21,3,6.119
42439,16/12/2020,116,24,19,2,4.879
42440,09/05/2015,366,236,6,1,1.589
42441,04/01/2017,376,176,16,1,5.109
42442,19/01/2016,229,170,15,3,6.219
42443,19/05/2016,497,214,22,3,8.279
42444,23/07/2019,195,103,13,3,3.279
42445,06/05/2019,42,264,19,1,4.879
42446,07/08/2020,213,278,15,4,6.219
42447,02/02/2020,22,258,16,4,5.109
42448,18/11/2020,231,19,17,4,4.719
42449,27/08/2017,259,297,4,2,4.149
42450,30/07/2015,353,297,7,1,2.919
42451,01/01/2018,388,292,8,2,5.389
42452,02/02/2016,413,249,12,4,1.899
42453,30/04/2018,264,122,7,3,2.919
42454,06/03/2019,231,288,15,2,6.219
42455,14/08/2018,491,298,13,1,3.279
42456,06/05/2016,500,287,22,3,8.279
42457,14/12/2018,96,293,13,4,3.279
42458,08/10/2018,247,207,20,3,5.119
42459,02/03/2019,130,17,14,1,3.519
42460,05/03/2016,127,276,18,1,4.561
42461,26/08/2016,251,13,9,3,2.319
42462,09/04/2015,156,175,4,2,4.149
42463,30/09/2018,114,230,9,4,2.319
42464,02/02/2020,240,53,14,1,3.519
42465,01/01/2017,39,2,23,1,4.27
42466,22/03/2019,229,213,10,3,3.131
42467,27/01/2016,217,67,11,3,2.789
42468,10/11/2018,298,85,2,1,2.789
42469,29/06/2015,168,216,20,1,5.119
42470,04/11/2016,229,240,11,3,2.789
42471,06/11/2018,23,122,15,4,6.219
42472,27/12/2018,332,125,13,3,3.279
42473,03/01/2015,210,287,18,4,4.561
42474,22/02/2020,476,296,21,4,6.119
42475,26/05/2017,362,153,15,2,6.219
42476,03/12/2019,368,216,20,3,5.119
42477,27/12/2019,138,283,11,2,2.789
42478,10/06/2020,11,224,19,2,4.879
42479,01/03/2020,95,51,22,1,8.279
42480,09/10/2015,473,258,15,1,6.219
42481,27/05/2020,32,112,19,1,4.879
42482,29/05/2019,40,265,4,3,4.149
42483,03/03/2017,402,138,11,2,2.789
42484,12/09/2015,158,42,6,4,1.589
42485,21/12/2016,392,10,7,2,2.919
42486,24/08/2018,217,204,19,4,4.879
42487,21/02/2015,371,124,21,4,6.119
42488,30/11/2019,198,61,13,4,3.279
42489,12/06/2018,165,52,14,3,3.519
42490,18/06/2018,173,114,16,2,5.109
42491,05/05/2017,405,154,17,3,4.719
42492,25/12/2015,120,256,12,3,1.899
42493,16/09/2019,34,61,16,2,5.109
42494,23/09/2019,57,237,3,2,4.269
42495,31/12/2015,206,20,13,1,3.279
42496,28/07/2020,120,99,9,4,2.319
42497,22/11/2016,161,234,5,4,1.229
42498,09/03/2017,208,261,12,2,1.899
42499,09/05/2019,183,230,20,3,5.119
42500,26/10/2015,448,89,6,1,1.589
42501,01/03/2020,279,74,17,4,4.719
42502,17/04/2017,219,274,16,2,5.109
42503,22/03/2015,324,79,21,2,6.119
42504,01/05/2018,500,27,16,2,5.109
42505,14/12/2019,267,73,22,1,8.279
42506,29/08/2020,332,292,6,1,1.589
42507,17/08/2019,34,47,18,2,4.561
42508,09/06/2016,369,240,5,2,1.229
42509,05/07/2016,362,127,22,3,8.279
42510,20/06/2015,10,258,20,4,5.119
42511,06/01/2020,126,56,7,4,2.919
42512,01/01/2017,452,226,8,4,5.389
42513,01/01/2018,29,276,20,3,5.119
42514,22/06/2018,179,180,16,4,5.109
42515,08/10/2020,196,293,3,2,4.269
42516,08/05/2018,390,8,16,4,5.109
42517,06/02/2018,150,236,18,2,4.561
42518,30/10/2020,189,52,21,4,6.119
42519,10/08/2020,172,245,4,2,4.149
42520,04/03/2020,156,151,10,1,3.131
42521,07/01/2020,309,242,8,2,5.389
42522,20/12/2019,364,277,5,4,1.229
42523,24/10/2020,329,38,16,1,5.109
42524,16/12/2016,437,289,11,3,2.789
42525,06/02/2017,402,289,14,4,3.519
42526,04/12/2019,98,71,21,2,6.119
42527,06/08/2018,21,43,13,4,3.279
42528,03/04/2015,286,207,19,3,4.879
42529,02/08/2016,32,204,4,2,4.149
42530,08/03/2015,122,187,17,2,4.719
42531,20/08/2015,96,260,12,3,1.899
42532,21/02/2018,265,131,21,4,6.119
42533,17/11/2018,52,117,5,4,1.229
42534,03/03/2017,63,276,3,2,4.269
42535,16/12/2015,487,292,6,2,1.589
42536,05/03/2017,179,296,19,2,4.879
42537,15/12/2015,363,111,23,2,4.27
42538,02/04/2016,303,276,2,4,2.789
42539,09/12/2016,371,244,18,2,4.561
42540,02/12/2019,323,193,22,2,8.279
42541,01/07/2016,125,278,20,1,5.119
42542,26/11/2020,107,168,22,4,8.279
42543,23/08/2015,230,84,14,1,3.519
42544,20/02/2019,310,108,23,2,4.27
42545,21/05/2015,66,85,17,1,4.719
42546,04/08/2020,165,244,18,2,4.561
42547,10/04/2016,25,35,23,3,4.27
42548,06/10/2020,325,128,10,2,3.131
42549,13/12/2016,474,253,23,1,4.27
42550,09/09/2019,421,65,4,1,4.149
42551,16/10/2019,461,100,2,1,2.789
42552,09/04/2018,381,196,20,2,5.119
42553,24/09/2017,24,200,15,3,6.219
42554,05/02/2016,277,128,12,2,1.899
42555,13/04/2018,466,165,23,4,4.27
42556,14/01/2016,254,279,21,1,6.119
42557,06/05/2017,375,183,2,3,2.789
42558,20/11/2016,2,167,5,4,1.229
42559,29/10/2017,458,91,4,4,4.149
42560,18/09/2015,47,273,11,4,2.789
42561,10/06/2019,39,187,9,4,2.319
42562,15/08/2019,407,98,7,2,2.919
42563,03/10/2018,389,239,22,4,8.279
42564,26/02/2019,52,64,5,4,1.229
42565,13/05/2016,238,154,6,1,1.589
42566,05/01/2019,37,123,19,4,4.879
42567,14/11/2018,312,125,9,2,2.319
42568,13/03/2019,335,79,5,4,1.229
42569,19/02/2019,288,277,17,2,4.719
42570,04/08/2017,131,77,2,1,2.789
42571,11/08/2020,225,145,7,1,2.919
42572,15/01/2015,15,27,14,3,3.519
42573,04/03/2018,362,291,20,2,5.119
42574,11/05/2016,135,298,4,2,4.149
42575,14/04/2020,126,269,11,1,2.789
42576,12/03/2019,393,52,9,1,2.319
42577,12/08/2017,324,55,3,4,4.269
42578,27/06/2016,441,126,9,1,2.319
42579,10/06/2017,261,220,10,2,3.131
42580,15/01/2015,80,18,7,4,2.919
42581,28/11/2015,55,200,23,4,4.27
42582,28/03/2018,214,116,8,2,5.389
42583,30/11/2020,60,286,17,3,4.719
42584,09/05/2015,46,8,9,1,2.319
42585,22/08/2019,213,238,16,4,5.109
42586,21/02/2017,414,114,3,4,4.269
42587,23/11/2020,440,21,18,3,4.561
42588,01/10/2017,236,103,13,1,3.279
42589,22/03/2015,28,295,2,4,2.789
42590,01/12/2018,199,128,22,3,8.279
42591,29/04/2015,89,27,16,3,5.109
42592,09/02/2020,175,8,2,2,2.789
42593,20/01/2020,318,299,17,1,4.719
42594,21/08/2019,157,216,6,1,1.589
42595,19/10/2020,460,25,10,3,3.131
42596,07/10/2015,106,58,20,4,5.119
42597,28/02/2019,429,90,22,4,8.279
42598,06/08/2020,478,79,18,4,4.561
42599,09/02/2020,206,225,10,1,3.131
42600,01/09/2017,415,55,18,1,4.561
42601,29/12/2015,320,72,22,4,8.279
42602,13/02/2015,444,84,8,1,5.389
42603,17/05/2020,422,82,12,4,1.899
42604,14/07/2020,434,117,17,3,4.719
42605,23/09/2015,342,284,4,2,4.149
42606,11/02/2020,116,202,8,1,5.389
42607,14/02/2020,95,298,12,2,1.899
42608,03/06/2015,397,26,11,4,2.789
42609,08/07/2018,235,244,21,3,6.119
42610,20/03/2017,308,266,23,1,4.27
42611,16/07/2015,10,164,18,2,4.561
42612,03/07/2016,64,296,16,1,5.109
42613,15/02/2020,147,40,10,2,3.131
42614,12/12/2019,464,27,3,4,4.269
42615,17/05/2018,286,145,3,3,4.269
42616,25/03/2019,353,132,23,1,4.27
42617,30/10/2015,127,30,18,1,4.561
42618,06/05/2015,424,12,21,4,6.119
42619,01/06/2018,397,192,22,2,8.279
42620,21/01/2016,160,101,5,2,1.229
42621,29/11/2015,68,16,16,4,5.109
42622,15/04/2019,254,268,23,1,4.27
42623,20/03/2019,62,224,5,2,1.229
42624,21/10/2017,56,146,13,1,3.279
42625,12/10/2020,425,258,20,3,5.119
42626,20/01/2018,393,286,18,3,4.561
42627,24/08/2020,308,258,9,2,2.319
42628,23/02/2017,241,59,23,3,4.27
42629,04/05/2019,465,219,15,2,6.219
42630,24/10/2020,374,116,13,3,3.279
42631,30/07/2016,107,58,10,2,3.131
42632,19/01/2020,316,174,6,3,1.589
42633,24/11/2020,279,25,17,2,4.719
42634,17/07/2017,392,275,7,3,2.919
42635,12/12/2018,353,234,23,4,4.27
42636,21/11/2019,335,147,19,2,4.879
42637,20/03/2020,460,222,4,1,4.149
42638,12/05/2018,74,11,4,3,4.149
42639,30/12/2020,385,228,12,1,1.899
42640,28/01/2015,262,69,6,3,1.589
42641,21/06/2017,475,115,4,4,4.149
42642,27/08/2017,65,193,17,1,4.719
42643,15/10/2019,391,216,3,3,4.269
42644,19/11/2020,414,211,10,3,3.131
42645,28/06/2016,370,230,6,2,1.589
42646,01/07/2015,136,89,19,1,4.879
42647,25/02/2017,148,250,4,2,4.149
42648,25/06/2017,59,12,16,2,5.109
42649,27/03/2018,457,175,5,2,1.229
42650,03/04/2019,353,258,15,2,6.219
42651,27/05/2017,224,10,19,4,4.879
42652,21/06/2018,487,101,20,4,5.119
42653,27/11/2020,60,237,17,3,4.719
42654,22/12/2018,322,216,3,2,4.269
42655,20/07/2015,481,39,17,3,4.719
42656,13/11/2020,368,6,23,2,4.27
42657,23/05/2018,164,176,11,3,2.789
42658,19/03/2018,352,293,2,4,2.789
42659,10/01/2019,153,288,14,3,3.519
42660,20/06/2016,152,299,23,1,4.27
42661,19/10/2019,253,88,2,1,2.789
42662,15/08/2020,175,277,18,3,4.561
42663,06/10/2017,427,144,17,1,4.719
42664,15/11/2015,428,261,12,3,1.899
42665,26/07/2020,288,178,4,3,4.149
42666,06/03/2019,70,196,15,2,6.219
42667,03/11/2017,446,17,13,3,3.279
42668,18/11/2020,220,100,3,2,4.269
42669,28/05/2018,219,254,23,1,4.27
42670,28/02/2019,177,265,5,4,1.229
42671,03/02/2016,119,234,7,3,2.919
42672,04/07/2020,82,201,3,2,4.269
42673,30/07/2019,177,77,14,2,3.519
42674,21/06/2020,451,63,15,1,6.219
42675,11/09/2019,424,255,13,4,3.279
42676,03/10/2018,270,58,20,1,5.119
42677,24/10/2017,68,215,5,2,1.229
42678,03/11/2020,345,244,4,1,4.149
42679,31/03/2015,32,125,19,2,4.879
42680,03/11/2018,92,231,10,1,3.131
42681,09/03/2016,433,105,18,2,4.561
42682,04/10/2017,363,207,23,3,4.27
42683,12/07/2017,372,25,23,3,4.27
42684,16/06/2017,417,130,13,3,3.279
42685,14/02/2016,294,39,5,1,1.229
42686,09/05/2015,383,21,10,4,3.131
42687,20/08/2015,494,185,2,4,2.789
42688,12/09/2017,264,7,17,3,4.719
42689,06/06/2016,475,24,10,2,3.131
42690,12/04/2015,294,247,8,2,5.389
42691,12/04/2015,332,164,14,3,3.519
42692,25/03/2015,290,108,2,2,2.789
42693,05/11/2015,320,259,8,3,5.389
42694,12/09/2019,381,249,17,1,4.719
42695,12/01/2018,59,230,10,4,3.131
42696,06/02/2016,478,132,4,1,4.149
42697,22/04/2015,126,179,11,4,2.789
42698,18/11/2016,78,197,20,1,5.119
42699,23/06/2018,136,196,7,3,2.919
42700,08/11/2020,281,53,22,2,8.279
42701,30/09/2017,303,147,10,3,3.131
42702,14/01/2015,145,243,2,3,2.789
42703,06/06/2015,454,93,16,2,5.109
42704,25/12/2016,472,104,9,4,2.319
42705,30/09/2019,264,243,9,4,2.319
42706,07/07/2020,258,52,11,4,2.789
42707,13/03/2018,38,50,9,4,2.319
42708,21/11/2020,72,66,20,2,5.119
42709,13/02/2017,134,64,9,1,2.319
42710,29/09/2017,453,100,5,1,1.229
42711,30/12/2016,132,236,2,4,2.789
42712,24/06/2017,246,89,21,2,6.119
42713,11/07/2019,311,104,18,1,4.561
42714,04/11/2015,7,296,20,2,5.119
42715,25/01/2018,258,271,8,3,5.389
42716,28/07/2015,248,9,3,1,4.269
42717,14/08/2017,328,232,13,3,3.279
42718,11/07/2015,361,219,19,2,4.879
42719,17/01/2019,22,185,15,1,6.219
42720,28/08/2020,246,225,5,4,1.229
42721,21/02/2017,267,179,23,3,4.27
42722,09/04/2018,136,234,12,2,1.899
42723,21/07/2015,455,22,16,2,5.109
42724,24/12/2019,382,39,11,1,2.789
42725,22/11/2019,462,260,20,2,5.119
42726,02/08/2016,358,203,15,4,6.219
42727,03/10/2017,7,127,7,4,2.919
42728,27/07/2015,69,181,15,3,6.219
42729,18/10/2015,298,178,12,3,1.899
42730,14/02/2017,284,156,15,2,6.219
42731,26/01/2019,112,200,2,3,2.789
42732,06/01/2016,222,162,15,4,6.219
42733,16/02/2020,220,101,20,3,5.119
42734,11/11/2019,253,67,4,1,4.149
